ETC_20150317_000001	Кепа
ETC_20150317_003326	Jibyu Баньши
ETC_20150317_003327	Gryna Bushspider
ETC_20150317_003328	Ludas Bushspider
ETC_20150317_003329	Вы должны завершить Сова шефа запрос, чтобы пройти
ETC_20150317_003330	Звучит, как хорошая песня, так давайте копировать
ETC_20150317_003331	Старший Melinas Pokubu
ETC_20150317_003332	Large Ludas Мини-Griba
ETC_20150317_003333	Избавиться от Призрака
ETC_20150317_003334	[Defeat Mushwort] Должно быть completed in order to pass through
ETC_20150317_003335	Своевременная Доставка Товаров
ETC_20150317_003336	Полученные Поставок
ETC_20150317_003337	Получение Поставок
ETC_20150317_003338	Восстановление Организма
ETC_20150317_003339	Сбор провокационный аромат
ETC_20150317_003340	Сессии свободных
ETC_20150317_003341	Он-... Помогите!
ETC_20150317_003342	Разведчик Danus
ETC_20150317_003343	Выпуская ловушки
ETC_20150317_003344	Это все из-за тебя!
ETC_20150317_003345	И делать сейчас!
ETC_20150317_003346	Страшно...
ETC_20150317_003347	Я хочу убежать, но я не могу...
ETC_20150317_003348	Помоги мне, глупцы!
ETC_20150317_003349	Сбор
ETC_20150317_003350	Пустые Сова Скульптура
ETC_20150317_003351	Вы приняли, чтобы собрать народ!
ETC_20150317_003352	Нашел демонические монстры! {бл} скажи слабых скульптура Сова об этом.
ETC_20150317_003353	Я хочу узнать
ETC_20150317_003354	Эксперимент на лабораторных приманки успешно!
ETC_20150317_003355	Настроить манок сначала, потом победить монстра!
ETC_20150317_003356	Квест выполнен. Идите к информационным офицер!
ETC_20150317_003357	Есть враждебного монстра в этом месте.
ETC_20150317_003358	Сбор Бабочка Аромат
ETC_20150317_003359	Пожалуйста.. Помогите!
ETC_20150317_003360	Я... Я больше не могу терпеть!
ETC_20150317_003361	Выпуская Оковы
ETC_20150317_003362	Огромное спасибо...
ETC_20150317_003363	Ты... слишком.. поздно...
ETC_20150317_003364	Ох... Ahhhh!
ETC_20150317_003365	Я должен вернуться...
ETC_20150317_003366	Я последую за тобой...!
ETC_20150317_003367	Вы уже направляя души.
ETC_20150317_003368	Очищающий
ETC_20150317_003369	Мать Pokubu
ETC_20150317_003370	Не смогла защитить статую богини!
ETC_20150317_003371	Делая маскировку обложка
ETC_20150317_003372	Установил замаскировать крышки
ETC_20150317_003373	Вам не хватает нескольких листьев деревьев
ETC_20150317_003374	Проверка содержимого
ETC_20150317_003375	 недостаточно!
ETC_20150317_003376	Вытирая с эшафота
ETC_20150317_003377	Крюк уголь
ETC_20150317_003378	Этого не достаточно!
ETC_20150317_003379	Сумма, взимаемая не хватает!
ETC_20150317_003380	Установив флажок
ETC_20150317_003381	Нашли брата Дневник!
ETC_20150317_003382	Это была пустая коробка.
ETC_20150317_003383	Zeppetiker
ETC_20150317_003384	Пино В4
ETC_20150317_003385	Dandel версии v2
ETC_20150317_003386	Зоны босса нет. 24
ETC_20150317_003387	Кристалл зла
ETC_20150317_003388	Поиск скрытых записан
ETC_20150317_003389	Поиск скрытых записан
ETC_20150317_003390	Поражение монстров сначала вокруг маяка!
ETC_20150317_003391	Вам нужно избавиться от монстров вокруг артефакта!
ETC_20150317_003392	Полученные Каньон У Metos
ETC_20150317_003393	Полученные Научные Медицинской Помощи
ETC_20150317_003394	Полученные Каньон зоне цветы
ETC_20150317_003395	Сбор Древесных Соков
ETC_20150317_003396	Сок дерева не полностью собрана
ETC_20150317_003397	Операционная
ETC_20150317_003398	Вы должны ввести число!
ETC_20150317_003399	Пароль не совпадает
ETC_20150317_003400	Активировать устройство
ETC_20150317_003401	NA
ETC_20150317_003402	Избавиться от монстров вокруг устройства
ETC_20150317_003403	Помните усилий богиня держать мир в порядке. И помните страдания и невзгоды она пережила среди людей той далекой цели. Кроме меня, никто не в твоего прошлого, ни будущего эпохи будет знать полный счет напряженной работы и усилий сделал для мира.
ETC_20150317_003404	Собранные дрова
ETC_20150317_003405	Извлечения из прессформы горшок
ETC_20150317_003406	Выглядит как столб, скульптор Хильда хочу
ETC_20150317_003407	Выглядит некрасиво
ETC_20150317_003408	Полученные Подозрительных Graverobbing Оборудования
ETC_20150317_003409	Джеппетто v2
ETC_20150317_003410	] Полный ожидания могут быть переданы
ETC_20150317_003411	Анестетик эксперимент удачный!
ETC_20150317_003412	Не в створ, что анестетик использовался!
ETC_20150317_003413	Нашли монстра. Доклад Линдт!
ETC_20150317_003414	Нашли монстра!
ETC_20150317_003415	Saugas направилась в лагерь. {бл} купец и историк находятся в опасности!
ETC_20150317_003416	Вендиго появился!
ETC_20150317_003417	HP Зелье (Large) acquired!
ETC_20150317_003418	Приобрел ключ пространства!
ETC_20150317_003419	Tontulia версии v2
ETC_20150317_003420	Zinutena версии v2
ETC_20150317_003421	Большие Saurmen Спирмена
ETC_20150317_003422	Компания Уллман Топор
