SKILL_20150317_000001	Атака
SKILL_20150317_001370	Attack #{SkillAtkAdd}#{nl}target hit {#339999}{ol}[Страх]{/}{/}+{#339999}{ol}[Confusion]{/}{/}{nl}{#339999}{ol}Inflict [Fear] to Maximum Targets: #{CaptionRatio}# {#339999}{ol}{/}{/}{nl}Duration #{CaptionTime}#
SKILL_20150317_001371	Вспышки Выстрела
SKILL_20150317_001372	Снимать блики на целевую область. Искры стрелять из вспышки, чтобы нанести урон близлежащим врагам.
SKILL_20150317_001373	Attack #{SkillAtkAdd}#{nl}Duration 10 seconds
SKILL_20150317_001374	Клоакинг
SKILL_20150317_001375	Спрятаться от врага.
SKILL_20150317_001376	Duration: #{CaptionTime}# seconds
SKILL_20150317_001377	Перспективных Искажений
SKILL_20150317_001378	Исказить Ваше местоположение, чтобы сделать близкого расстояния нападения можно даже издалека.
SKILL_20150317_001379	Max. duration 10 seconds {nl} #{CaptionRatio}# SP consumed per second
SKILL_20150317_001380	Сканирование
SKILL_20150317_001381	Показывает скрытых врагов и предметы в целевой области.
SKILL_20150317_001382	Duration: 10 seconds
SKILL_20150317_001383	Будьте Готовы
SKILL_20150317_001384	Уменьшает время восстановления всех навыков.
SKILL_20150317_001385	Cooldown: -#{CaptionRatio} seconds#{nl}Consumes #{SpendSP}# SP
SKILL_20150317_001386	Украдкой Нажмите
SKILL_20150317_001387	Feint
SKILL_20150317_001388	Размахивать Смычком
SKILL_20150317_001389	Стрелка бороться...
SKILL_20150317_001390	{#CC3300}{ol}[Pierce]{/}{/}Attribute {nl}#{SkillFactor}#% + #{SkillAtkAdd}#{nl} Target 20% damage to the defending leather {nl} sheeting defensive target to -20% damage every 1 sec {nl} + #{CaptionRatio}# bleed damage sustained six seconds {nl} {nl} consumption Кровотечение SP #{SpendSP}#
SKILL_20150317_001391	Норы
SKILL_20150317_001392	Броудхед
SKILL_20150317_001393	Стреляет стрелой, которая вызывает эффект кровотечения.
SKILL_20150317_001394	Узкий Наконечник
SKILL_20150317_001395	Метко пущенной стрелой, что уменьшает вражескую оборону и удаляет экранирующие магию.
SKILL_20150317_001396	{#CC3300}{ol}[Pierce]{/}{/}Attribute {nl}#{SkillFactor}#% + #{SkillAtkAdd}#{nl} Splash #{SkillSR}#{nl}#{odds shield removal CaptionRatio}#% {nl} Armor reduced by 30% to 70% chance {nl} consumption SP #{SpendSP}#
SKILL_20150317_001397	Колючая Стрела
SKILL_20150317_001398	Побеги колючей стрелкой. Наносит противнику несколько раз, в зависимости от доспехов противника типа.
SKILL_20150317_001399	Attack rate #{SkillFactor}#
SKILL_20150317_001400	Перекрестный огонь
SKILL_20150317_001401	Пустить стрелу, которая взрывается в крест, если он убивает монстра.
SKILL_20150317_001402	{#CC3300}{ol}[Pierce]{/}{/}Attribute {nl}#{SkillFactor}#% + #{SkillAtkAdd}#{nl} Splash #{SkillSR}#{nl} Consume #{SpendSP }# SP
SKILL_20150317_001403	Игрой На Флейте
SKILL_20150317_001404	Чувства
SKILL_20150317_001405	Отойти от сложившейся область, прыгая и вращая задом наперед. Успешно уклоняясь от вражеских атак результаты в резкое увеличение вероятности нанести критический удар при следующей атаке.
SKILL_20150317_001406	Выстрел В Ногу
SKILL_20150317_001407	Стрелять ноги цели, чтобы замедлить его.
SKILL_20150317_001408	Lv.1 Attack rate #{SkillFactor}# Lv.2 Attack rate #{SkillFactor}# Lv.3 Attack rate #{SkillFactor}#
SKILL_20150317_001409	Помешать противнику двигаться. Враг будет временно притормаживать при отпускании.
SKILL_20150317_001410	Установить турель, которая наносит урон врагам в его достопримечательностями.
SKILL_20150317_001411	Установить пугало, что провоцирует врагов атаковать себя.
SKILL_20150317_001412	Временно ослепить противника. Противник не может использовать способности в то время ослепил.
SKILL_20150317_001413	Chance of Blindness #{CaptionRatio}#% {nl} Consume #{SpendSP}# SP
SKILL_20150317_001414	Сабля Тяги
SKILL_20150317_001415	Сабер-Баш
SKILL_20150317_001416	Кавалерийская Атака
SKILL_20150317_001417	Верховая Снасть
SKILL_20150317_001418	Холостые Патроны
SKILL_20150317_001419	Сосредоточенный Огонь
SKILL_20150317_001420	Навершие Атаки
SKILL_20150317_001421	Ослабление
SKILL_20150317_001422	Гарцуйте
SKILL_20150317_001423	Limacon
SKILL_20150317_001424	{#DD5500}{ol}[Pierce]{/}{/}{nl} Installs a large crossbow.
SKILL_20150317_001425	Attack {#DD4400}{ol}[Physical Damage]{/}{/}+#{SkillAtkAdd}#{nl}Duration 60 seconds{nl}Consume #{SpendSP}# SP
SKILL_20150317_001426	{#993399}{ol}[Magic] - [Божественная]{/}{/}{nl} Creates up to five magic tiles that heals allies and damage enemies that walk on it.
SKILL_20150317_001427	Attack #{SkillAtkAdd}#{nl}Восстановления HP Rate #{CaptionRatio}# ~ #{CaptionRatio2}#{nl}Magic Circle Duration 40seconds
SKILL_20150317_001428	Вылечить
SKILL_20150317_001429	{#993399}{ol}[Magic] - [Divine]{/}{/}{nl} Create a magic tile that removes harmful effects from allies and damages enemies that walk on it.
SKILL_20150317_001430	Attack #{SkillAtkAdd}#{nl}Attack count #{CaptionRatio}# times {nl}Magic circle Duration #{CaptionTime}# seconds
SKILL_20150317_001431	Зона Безопасности
SKILL_20150317_001432	Создает магический круг, который блокирует входящие атаки.
SKILL_20150317_001433	Number of Blocks: #{SkillFactor}#{nl} Magic Circle Duration: 20 seconds
SKILL_20150317_001434	Деблокированию Зоны
SKILL_20150317_001435	Создайте магический круг, который непрерывно уменьшать защиту цели.
SKILL_20150317_001436	Defense: -#{CaptionRatio}#{nl}Per Stack: -#{CaptionRatio2}#{nl}Magic Circle Duration: #{CaptionTime}# seconds
SKILL_20150317_001437	Божественное Может
SKILL_20150317_001438	Создание магического круга, что повышает уровень квалификации створ. Эффект пропал, когда использованы и не могут перекрываться.
SKILL_20150317_001439	Skill Level: +#{SkillFactor}#{nl}Duration: 10 seconds {nl}Magic Circle Duration: 20 seconds
SKILL_20150317_001440	Вызвать факела и увеличение восстановления HP в окрестностях.
SKILL_20150317_001441	Восстановления HP ability increases {nl}Torch duration #{CaptionTime}# seconds
SKILL_20150317_001442	Zalciai
SKILL_20150317_001443	Создать магический круг, что изменение критического потенциала субъекта.
SKILL_20150317_001444	Ally's Critical Attack: +#{CaptionRatio}#{nl}Enemy's Critical Resistance: -#{CaptionRatio2}#
SKILL_20150317_001445	Кемпинга daino
SKILL_20150317_001446	Увеличить количество полезных бафов, которые пользователь может иметь в любой период времени.
SKILL_20150317_001447	Max. count +#{SkillFactor}#{nl}Duration 200 seconds
SKILL_20150317_001448	{#993399}{ol}[Magic] - [Fire]{/}{/}{nl} Create a magic circle circle that summons lightning to strike anything within it.
SKILL_20150317_001449	Attack #{SkillAtkAdd}#{nl}Attack #{CaptionRatio}# times {nl}Magic circle Duration 30 seconds
SKILL_20150317_001450	Divine Клеймо
SKILL_20150317_001451	Марк монстра. Игрок, который убивает монстра будет получить увеличилось ул. и int.
SKILL_20150317_001452	STR, INT: +#{CaptionRatio}#{nl}Effect Duration: 30 seconds{nl}Клеймо.Duration: #{CaptionRatio2}# seconds
SKILL_20150317_001453	Melstis
SKILL_20150317_001454	Создайте магический круг, который сохраняет бафы для членов партии.
SKILL_20150317_001455	Max. duration 20 seconds {nl} #{CaptionRatio}#% of SP consumed per second
SKILL_20150317_001456	Окроплений
SKILL_20150317_001457	{#993399}{ol}[Magic] - [Divine]{/}{/}{nl}Sprinkle holy water to Увеличение обороны of target and damage enemies.
SKILL_20150317_001458	Attack #{SkillAtkAdd}#{nl}Defense +#{CaptionRatio}# {nl}Target 10{nl}Duration #{CaptionRatio2}# seconds{nl}Use 1 Holy water
SKILL_20150317_001459	Дароносица
SKILL_20150317_001460	Ловкость союзников увеличивается и случайно создать магический круг, что причиной уклонения и физического урона врагов уменьшить.
SKILL_20150317_001461	Maximum Magic Circles: #{SkillFactor}#{nl}Increases Ally's DEX{nl}Enemy's Evasion and Defense: -#{CaptionRatio}#{nl}Magic Circle Duration: 20 seconds
SKILL_20150317_001462	Благословение
SKILL_20150317_001463	Увеличивает урон членов партии' навыки.
SKILL_20150317_001464	Additional Damage + #{CaptionRatio}# {nl} Attack# {CaptionRatio2} # times{nl} {nl} Duration 30 seconds{nl}Use 1 Holy Powder
SKILL_20150317_001465	Воскресение
SKILL_20150317_001466	Оживлять умерших игроков.
SKILL_20150317_001467	Attack: #{SkillAtkAdd}#{nl}Casting Time: #{CaptionTime}# seconds{nl}HP recovery after recovering from incapable of combat: #{CaptionRatio}#%
SKILL_20150317_001468	Причастие
SKILL_20150317_001469	Грант Святой атрибут АТК члена отряда. Дополнительный урон наносится с базовых атак.
SKILL_20150317_001470	Divine Attributes Attack + #{CaptionRatio}#{nl} Additional Damage + #{CaptionRatio2}#{nl} Duration #{CaptionTime} seconds#{nl}Use 1 Gislotis
SKILL_20150317_001471	Защита
SKILL_20150317_001472	Dodola
SKILL_20150317_001473	Хэсин
SKILL_20150317_001474	Проклятие противника и уменьшить его магической защите.
SKILL_20150317_001475	Magic Defense: -#{CaptionRatio}#{nl}Hexing Duration: #{CaptionTime}# seconds
SKILL_20150317_001476	Чучело
SKILL_20150317_001477	{#993399}{ol}[Magic] - [Dark]{/}{/}{nl}Damage enemies affected by Hexing. The third attack deals additional damage.
SKILL_20150317_001478	Attack #{SkillAtkAdd}#{nl}Attack bonus on 3rd attack #{CaptionRatio}#times ~ #{CaptionRatio2}#times
SKILL_20150317_001479	Tet La Мамаке
SKILL_20150317_001480	Заманить зомби в целевой области.
SKILL_20150317_001481	Требует вызвал зомби{nl}Максимальный уровень: 1
SKILL_20150317_001482	Зомбируют
SKILL_20150317_001483	Создайте магический круг на земле. Убитых врагов в круг встать как зомби.
SKILL_20150317_001484	Magic Circle Duration: #{CaptionTime}# {nl}Maximum Zombie Summons: #{CaptionRatio}#
SKILL_20150317_001485	Mackangdal
SKILL_20150317_001486	Бросить амулет на цель. Становится непобедимым пока под силу, но получать накопленные повреждения, когда эффект ушел.
SKILL_20150317_001487	Invincibility Duration: #{CaptionTime}# seconds
SKILL_20150317_001488	Древесина Аллигатор
SKILL_20150317_001489	{#DD5500}{ol}[Physical] [Strike]{/}{/}{nl}Zombies roam around target area. Enemies are pushed away and damaged when toufching the zombies.
SKILL_20150317_001490	Attack: #{SkillAtkAdd}#{nl}Summoned Zombie required
SKILL_20150317_001491	Samediveve
SKILL_20150317_001492	Поместите флаг на местах, что повышает скорость передвижения и максимальное здоровье ближайших целей.
SKILL_20150317_001493	Max. HP +#{CaptionRatio}#{nl}Movement Speed +#{CaptionRatio2}#% Duration 30 seconds {nl}
SKILL_20150317_001494	Ogouveve
SKILL_20150317_001495	Поместите флаг на местах, что повышает ул. ближайших союзников цели.
SKILL_20150317_001496	STR: +#{CaptionRatio}#{nl}Duration: 30 seconds
SKILL_20150317_001497	Damballa
SKILL_20150317_001498	{#993399}{ol}[Magic]{/}{/}{nl}Causes zombies in the targeted area to explode, damaging nearby enemies.
SKILL_20150317_001499	Attack #{SkillAtkAdd}#{nl}Summoned zombie required{nl}Target #{SkillSR}#
SKILL_20150317_001500	Высечь статую из Vakarine. Статуя может использоваться для трансформации в другие районы.
SKILL_20150317_001501	Warp #{CaptionRatio}# times {nl}Statue Duration 30 seconds{nl}Use 3 Oak Wood
SKILL_20150317_001502	Статуя богини Zemyna
SKILL_20150317_001503	Изваять Статую Богини Zemyna. Члены партии СП расход уменьшится, когда возле статуи.
SKILL_20150317_001504	SP - #{CaptionRatio}# {nl} {nl} Statue Duration 30 seconds{nl}Use 5 Pine woods
SKILL_20150317_001505	Статуя богини Лаймы
SKILL_20150317_001506	Изваять Статую Богини Zemyna. Всплеск членов партии вокруг статуи повышается.
SKILL_20150317_001507	Splash +#{CaptionRatio}# {nl}Statue Duration 30 seconds {nl} Use 5 cedar wood
SKILL_20150317_001508	Вырезать
SKILL_20150317_001509	{#DD5500}{ol}[Physical] - [Pierce]{/}{/}{nl}Attack the target by using a carving knife. Plant-type monsters take additional bonus damage and may drop statue materials.
SKILL_20150317_001510	Attack #{SkillAtkAdd}#{nl}Additional damage +#{CaptionRatio}#
SKILL_20150317_001511	Вырезать Сова
SKILL_20150317_001512	{#993399}{ol}[Magic] - [Fire]{/}{/}{nl} Summon the owl statue to attack targets located in front of it.
SKILL_20150317_001513	Attack #{SkillAtkAdd}#{nl}Defense #{CaptionRatio}# times{nl}Duration #{CaptionTime}# seconds{nl} Use 2 Oak tree
SKILL_20150317_001514	Вырезать Мировое Древо
