ITEM_20150317_000001	Пустой шлем 
ITEM_20150317_001784	Восстанавливает 30 Выносливости. {nl}щелкните правой кнопкой мыши для использования. Время восстановления 45 секунд. 
ITEM_20150317_001785	STA Pill (Large) 
ITEM_20150317_001786	Восстанавливает 40 Выносливости. {nl}щелкните правой кнопкой мыши для использования. Время восстановления 60 секунд. 
ITEM_20150317_001787	Зелье Малого Восстановления 
ITEM_20150317_001788	Восстанавливает НР и СП 244. {nl}восстанавливает HP и SP каждые 2 секунды в течение 15 секунд. {nl}щелкните правой кнопкой мыши для использования. Кулдаун 30 секунд. 
ITEM_20150317_001789	Зелье Восстановления 
ITEM_20150317_001790	Восстанавливает 373 НР и СП. {nl}восстанавливает HP и SP каждые 2 секунды в течение 15 секунд. {nl}щелкните правой кнопкой мыши для использования. Кулдаун 30 секунд. 
ITEM_20150317_001791	Большое Зелье Восстановления 
ITEM_20150317_001792	Восстанавливает 744 НР и СП. {nl}восстанавливает HP и SP каждые 2 секунды в течение 15 секунд. {nl}щелкните правой кнопкой мыши для использования. Кулдаун 30 секунд. 
ITEM_20150317_001793	STA +5 Increase Potion 
ITEM_20150317_001794	Увеличивает выносливость на 5.
ITEM_20150317_001795	Красная Кепа Шт 
ITEM_20150317_001796	Inflicts periodic Poison Damage (Lv1) to the monster when used. 
ITEM_20150317_001797	Может быть использован только на зверя-типа монстров. 
ITEM_20150317_001798	HP Recovery Potion (Small) 
ITEM_20150317_001799	SP Recovery Potion (Small) 
ITEM_20150317_001800	HP +5 Increase Potion 
ITEM_20150317_001801	HP +10 Increase Potion 
ITEM_20150317_001802	Увеличивает Скорость Передвижения На Зелье 
ITEM_20150317_001803	Увеличивает скорость передвижения на 5 на 180 секунд. {nl}щелкните правой кнопкой мыши для использования. Кулдаун 30 секунд. 
